timestamp,value,unit,synthetic_scenario
2026-01-04T00:00:00+09:00,10.281219,synthetic_unit,variance
2026-01-04T01:00:00+09:00,10.248392,synthetic_unit,variance
2026-01-04T02:00:00+09:00,10.024954,synthetic_unit,variance
2026-01-04T03:00:00+09:00,9.819967,synthetic_unit,variance
2026-01-04T04:00:00+09:00,10.145784,synthetic_unit,variance
2026-01-04T05:00:00+09:00,10.358309,synthetic_unit,variance
2026-01-04T06:00:00+09:00,9.937851,synthetic_unit,variance
2026-01-04T07:00:00+09:00,9.996044,synthetic_unit,variance
2026-01-04T08:00:00+09:00,10.139665,synthetic_unit,variance
2026-01-04T09:00:00+09:00,9.944246,synthetic_unit,variance
2026-01-04T10:00:00+09:00,10.134512,synthetic_unit,variance
2026-01-04T11:00:00+09:00,10.007653,synthetic_unit,variance
2026-01-04T12:00:00+09:00,10.333276,synthetic_unit,variance
2026-01-04T13:00:00+09:00,9.673784,synthetic_unit,variance
2026-01-04T14:00:00+09:00,10.269057,synthetic_unit,variance
2026-01-04T15:00:00+09:00,10.049221,synthetic_unit,variance
2026-01-04T16:00:00+09:00,9.629367,synthetic_unit,variance
2026-01-04T17:00:00+09:00,9.663173,synthetic_unit,variance
2026-01-04T18:00:00+09:00,10.049987,synthetic_unit,variance
2026-01-04T19:00:00+09:00,9.862467,synthetic_unit,variance
2026-01-04T20:00:00+09:00,10.226336,synthetic_unit,variance
2026-01-04T21:00:00+09:00,9.785944,synthetic_unit,variance
2026-01-04T22:00:00+09:00,9.778314,synthetic_unit,variance
2026-01-04T23:00:00+09:00,10.002477,synthetic_unit,variance
2026-01-05T00:00:00+09:00,9.809620,synthetic_unit,variance
2026-01-05T01:00:00+09:00,9.920329,synthetic_unit,variance
2026-01-05T02:00:00+09:00,9.772629,synthetic_unit,variance
2026-01-05T03:00:00+09:00,9.873408,synthetic_unit,variance
2026-01-05T04:00:00+09:00,10.046560,synthetic_unit,variance
2026-01-05T05:00:00+09:00,10.033104,synthetic_unit,variance
2026-01-05T06:00:00+09:00,10.260382,synthetic_unit,variance
2026-01-05T07:00:00+09:00,10.041051,synthetic_unit,variance
2026-01-05T08:00:00+09:00,10.466136,synthetic_unit,variance
2026-01-05T09:00:00+09:00,10.132668,synthetic_unit,variance
2026-01-05T10:00:00+09:00,9.898061,synthetic_unit,variance
2026-01-05T11:00:00+09:00,10.363773,synthetic_unit,variance
2026-01-05T12:00:00+09:00,9.345138,synthetic_unit,variance
2026-01-05T13:00:00+09:00,7.724880,synthetic_unit,variance
2026-01-05T14:00:00+09:00,10.857094,synthetic_unit,variance
2026-01-05T15:00:00+09:00,10.206032,synthetic_unit,variance
2026-01-05T16:00:00+09:00,8.592904,synthetic_unit,variance
2026-01-05T17:00:00+09:00,10.367134,synthetic_unit,variance
2026-01-05T18:00:00+09:00,12.130612,synthetic_unit,variance
2026-01-05T19:00:00+09:00,10.061019,synthetic_unit,variance
2026-01-05T20:00:00+09:00,7.908528,synthetic_unit,variance
2026-01-05T21:00:00+09:00,9.426787,synthetic_unit,variance
2026-01-05T22:00:00+09:00,11.109919,synthetic_unit,variance
2026-01-05T23:00:00+09:00,10.118027,synthetic_unit,variance
2026-01-06T00:00:00+09:00,9.140569,synthetic_unit,variance
2026-01-06T01:00:00+09:00,11.057150,synthetic_unit,variance
2026-01-06T02:00:00+09:00,9.154841,synthetic_unit,variance
2026-01-06T03:00:00+09:00,10.555668,synthetic_unit,variance
2026-01-06T04:00:00+09:00,10.032171,synthetic_unit,variance
2026-01-06T05:00:00+09:00,7.531279,synthetic_unit,variance
2026-01-06T06:00:00+09:00,11.604421,synthetic_unit,variance
2026-01-06T07:00:00+09:00,9.947732,synthetic_unit,variance
2026-01-06T08:00:00+09:00,8.782669,synthetic_unit,variance
2026-01-06T09:00:00+09:00,12.255501,synthetic_unit,variance
2026-01-06T10:00:00+09:00,10.280342,synthetic_unit,variance
2026-01-06T11:00:00+09:00,10.357140,synthetic_unit,variance
2026-01-06T12:00:00+09:00,7.210104,synthetic_unit,variance
2026-01-06T13:00:00+09:00,10.571671,synthetic_unit,variance
2026-01-06T14:00:00+09:00,10.986736,synthetic_unit,variance
2026-01-06T15:00:00+09:00,10.888910,synthetic_unit,variance
2026-01-06T16:00:00+09:00,11.796651,synthetic_unit,variance
2026-01-06T17:00:00+09:00,10.828869,synthetic_unit,variance
2026-01-06T18:00:00+09:00,9.297755,synthetic_unit,variance
2026-01-06T19:00:00+09:00,9.508489,synthetic_unit,variance
2026-01-06T20:00:00+09:00,9.268022,synthetic_unit,variance
2026-01-06T21:00:00+09:00,8.981666,synthetic_unit,variance
2026-01-06T22:00:00+09:00,11.050455,synthetic_unit,variance
2026-01-06T23:00:00+09:00,10.935460,synthetic_unit,variance
