timestamp,value,unit,synthetic_scenario
2026-01-01T00:00:00+09:00,9.762916,synthetic_unit,normal
2026-01-01T01:00:00+09:00,10.146846,synthetic_unit,normal
2026-01-01T02:00:00+09:00,9.870353,synthetic_unit,normal
2026-01-01T03:00:00+09:00,9.774163,synthetic_unit,normal
2026-01-01T04:00:00+09:00,10.160840,synthetic_unit,normal
2026-01-01T05:00:00+09:00,9.712656,synthetic_unit,normal
2026-01-01T06:00:00+09:00,9.993413,synthetic_unit,normal
2026-01-01T07:00:00+09:00,9.717471,synthetic_unit,normal
2026-01-01T08:00:00+09:00,10.102353,synthetic_unit,normal
2026-01-01T09:00:00+09:00,9.776424,synthetic_unit,normal
2026-01-01T10:00:00+09:00,10.105155,synthetic_unit,normal
2026-01-01T11:00:00+09:00,10.270827,synthetic_unit,normal
2026-01-01T12:00:00+09:00,10.296464,synthetic_unit,normal
2026-01-01T13:00:00+09:00,10.120538,synthetic_unit,normal
2026-01-01T14:00:00+09:00,10.074436,synthetic_unit,normal
2026-01-01T15:00:00+09:00,10.122340,synthetic_unit,normal
2026-01-01T16:00:00+09:00,10.020210,synthetic_unit,normal
2026-01-01T17:00:00+09:00,9.912769,synthetic_unit,normal
2026-01-01T18:00:00+09:00,9.780676,synthetic_unit,normal
2026-01-01T19:00:00+09:00,10.315098,synthetic_unit,normal
2026-01-01T20:00:00+09:00,9.786269,synthetic_unit,normal
2026-01-01T21:00:00+09:00,10.037395,synthetic_unit,normal
2026-01-01T22:00:00+09:00,9.659135,synthetic_unit,normal
2026-01-01T23:00:00+09:00,10.079711,synthetic_unit,normal
2026-01-02T00:00:00+09:00,10.200865,synthetic_unit,normal
2026-01-02T01:00:00+09:00,10.127483,synthetic_unit,normal
2026-01-02T02:00:00+09:00,9.888282,synthetic_unit,normal
2026-01-02T03:00:00+09:00,10.224902,synthetic_unit,normal
2026-01-02T04:00:00+09:00,10.337380,synthetic_unit,normal
2026-01-02T05:00:00+09:00,9.772291,synthetic_unit,normal
2026-01-02T06:00:00+09:00,9.873353,synthetic_unit,normal
2026-01-02T07:00:00+09:00,9.893979,synthetic_unit,normal
2026-01-02T08:00:00+09:00,9.702714,synthetic_unit,normal
2026-01-02T09:00:00+09:00,10.283409,synthetic_unit,normal
2026-01-02T10:00:00+09:00,10.227538,synthetic_unit,normal
2026-01-02T11:00:00+09:00,10.230639,synthetic_unit,normal
2026-01-02T12:00:00+09:00,10.170571,synthetic_unit,normal
2026-01-02T13:00:00+09:00,9.816236,synthetic_unit,normal
2026-01-02T14:00:00+09:00,10.148060,synthetic_unit,normal
2026-01-02T15:00:00+09:00,10.105314,synthetic_unit,normal
2026-01-02T16:00:00+09:00,9.622311,synthetic_unit,normal
2026-01-02T17:00:00+09:00,10.117438,synthetic_unit,normal
2026-01-02T18:00:00+09:00,9.908881,synthetic_unit,normal
2026-01-02T19:00:00+09:00,10.125631,synthetic_unit,normal
2026-01-02T20:00:00+09:00,9.898504,synthetic_unit,normal
2026-01-02T21:00:00+09:00,9.980941,synthetic_unit,normal
2026-01-02T22:00:00+09:00,10.029666,synthetic_unit,normal
2026-01-02T23:00:00+09:00,10.005979,synthetic_unit,normal
2026-01-03T00:00:00+09:00,9.775713,synthetic_unit,normal
2026-01-03T01:00:00+09:00,10.201007,synthetic_unit,normal
2026-01-03T02:00:00+09:00,10.006342,synthetic_unit,normal
2026-01-03T03:00:00+09:00,9.968092,synthetic_unit,normal
2026-01-03T04:00:00+09:00,10.313495,synthetic_unit,normal
2026-01-03T05:00:00+09:00,9.839532,synthetic_unit,normal
2026-01-03T06:00:00+09:00,9.812361,synthetic_unit,normal
2026-01-03T07:00:00+09:00,10.033722,synthetic_unit,normal
2026-01-03T08:00:00+09:00,9.813160,synthetic_unit,normal
2026-01-03T09:00:00+09:00,9.837449,synthetic_unit,normal
2026-01-03T10:00:00+09:00,10.041537,synthetic_unit,normal
2026-01-03T11:00:00+09:00,9.689158,synthetic_unit,normal
2026-01-03T12:00:00+09:00,10.107208,synthetic_unit,normal
2026-01-03T13:00:00+09:00,10.159373,synthetic_unit,normal
2026-01-03T14:00:00+09:00,9.875599,synthetic_unit,normal
2026-01-03T15:00:00+09:00,9.857258,synthetic_unit,normal
2026-01-03T16:00:00+09:00,10.106669,synthetic_unit,normal
2026-01-03T17:00:00+09:00,9.890649,synthetic_unit,normal
2026-01-03T18:00:00+09:00,9.748782,synthetic_unit,normal
2026-01-03T19:00:00+09:00,10.148858,synthetic_unit,normal
2026-01-03T20:00:00+09:00,10.433711,synthetic_unit,normal
2026-01-03T21:00:00+09:00,9.839690,synthetic_unit,normal
2026-01-03T22:00:00+09:00,9.877488,synthetic_unit,normal
2026-01-03T23:00:00+09:00,10.252361,synthetic_unit,normal
