timestamp,value,unit,synthetic_scenario
2026-01-02T00:00:00+09:00,9.845450,synthetic_unit,drift
2026-01-02T01:00:00+09:00,10.027424,synthetic_unit,drift
2026-01-02T02:00:00+09:00,9.915933,synthetic_unit,drift
2026-01-02T03:00:00+09:00,10.066240,synthetic_unit,drift
2026-01-02T04:00:00+09:00,9.751180,synthetic_unit,drift
2026-01-02T05:00:00+09:00,10.055158,synthetic_unit,drift
2026-01-02T06:00:00+09:00,9.869951,synthetic_unit,drift
2026-01-02T07:00:00+09:00,10.213738,synthetic_unit,drift
2026-01-02T08:00:00+09:00,9.957977,synthetic_unit,drift
2026-01-02T09:00:00+09:00,9.985003,synthetic_unit,drift
2026-01-02T10:00:00+09:00,10.085105,synthetic_unit,drift
2026-01-02T11:00:00+09:00,10.035472,synthetic_unit,drift
2026-01-02T12:00:00+09:00,9.914561,synthetic_unit,drift
2026-01-02T13:00:00+09:00,10.038762,synthetic_unit,drift
2026-01-02T14:00:00+09:00,9.621761,synthetic_unit,drift
2026-01-02T15:00:00+09:00,10.096450,synthetic_unit,drift
2026-01-02T16:00:00+09:00,10.234021,synthetic_unit,drift
2026-01-02T17:00:00+09:00,9.702836,synthetic_unit,drift
2026-01-02T18:00:00+09:00,9.796511,synthetic_unit,drift
2026-01-02T19:00:00+09:00,9.811725,synthetic_unit,drift
2026-01-02T20:00:00+09:00,9.926995,synthetic_unit,drift
2026-01-02T21:00:00+09:00,10.016485,synthetic_unit,drift
2026-01-02T22:00:00+09:00,10.233986,synthetic_unit,drift
2026-01-02T23:00:00+09:00,10.283243,synthetic_unit,drift
2026-01-03T00:00:00+09:00,10.146378,synthetic_unit,drift
2026-01-03T01:00:00+09:00,10.074597,synthetic_unit,drift
2026-01-03T02:00:00+09:00,9.928277,synthetic_unit,drift
2026-01-03T03:00:00+09:00,9.970801,synthetic_unit,drift
2026-01-03T04:00:00+09:00,10.053250,synthetic_unit,drift
2026-01-03T05:00:00+09:00,9.877711,synthetic_unit,drift
2026-01-03T06:00:00+09:00,9.635098,synthetic_unit,drift
2026-01-03T07:00:00+09:00,9.884253,synthetic_unit,drift
2026-01-03T08:00:00+09:00,9.784709,synthetic_unit,drift
2026-01-03T09:00:00+09:00,9.879921,synthetic_unit,drift
2026-01-03T10:00:00+09:00,10.087020,synthetic_unit,drift
2026-01-03T11:00:00+09:00,9.834175,synthetic_unit,drift
2026-01-03T12:00:00+09:00,9.983543,synthetic_unit,drift
2026-01-03T13:00:00+09:00,10.247056,synthetic_unit,drift
2026-01-03T14:00:00+09:00,10.398572,synthetic_unit,drift
2026-01-03T15:00:00+09:00,10.423064,synthetic_unit,drift
2026-01-03T16:00:00+09:00,10.438281,synthetic_unit,drift
2026-01-03T17:00:00+09:00,10.565922,synthetic_unit,drift
2026-01-03T18:00:00+09:00,10.490980,synthetic_unit,drift
2026-01-03T19:00:00+09:00,10.842136,synthetic_unit,drift
2026-01-03T20:00:00+09:00,11.323384,synthetic_unit,drift
2026-01-03T21:00:00+09:00,11.287833,synthetic_unit,drift
2026-01-03T22:00:00+09:00,11.270746,synthetic_unit,drift
2026-01-03T23:00:00+09:00,11.563892,synthetic_unit,drift
2026-01-04T00:00:00+09:00,11.543152,synthetic_unit,drift
2026-01-04T01:00:00+09:00,11.761136,synthetic_unit,drift
2026-01-04T02:00:00+09:00,11.482944,synthetic_unit,drift
2026-01-04T03:00:00+09:00,11.952048,synthetic_unit,drift
2026-01-04T04:00:00+09:00,11.965621,synthetic_unit,drift
2026-01-04T05:00:00+09:00,11.981665,synthetic_unit,drift
2026-01-04T06:00:00+09:00,12.090265,synthetic_unit,drift
2026-01-04T07:00:00+09:00,12.738771,synthetic_unit,drift
2026-01-04T08:00:00+09:00,12.446590,synthetic_unit,drift
2026-01-04T09:00:00+09:00,12.610265,synthetic_unit,drift
2026-01-04T10:00:00+09:00,13.105557,synthetic_unit,drift
2026-01-04T11:00:00+09:00,12.525929,synthetic_unit,drift
2026-01-04T12:00:00+09:00,12.564942,synthetic_unit,drift
2026-01-04T13:00:00+09:00,13.010471,synthetic_unit,drift
2026-01-04T14:00:00+09:00,12.973067,synthetic_unit,drift
2026-01-04T15:00:00+09:00,13.568167,synthetic_unit,drift
2026-01-04T16:00:00+09:00,13.487276,synthetic_unit,drift
2026-01-04T17:00:00+09:00,13.314160,synthetic_unit,drift
2026-01-04T18:00:00+09:00,13.786319,synthetic_unit,drift
2026-01-04T19:00:00+09:00,13.613801,synthetic_unit,drift
2026-01-04T20:00:00+09:00,13.476979,synthetic_unit,drift
2026-01-04T21:00:00+09:00,13.854555,synthetic_unit,drift
2026-01-04T22:00:00+09:00,14.097131,synthetic_unit,drift
2026-01-04T23:00:00+09:00,14.136482,synthetic_unit,drift
