timestamp,value,unit,synthetic_scenario
2026-01-03T00:00:00+09:00,10.238541,synthetic_unit,spike
2026-01-03T01:00:00+09:00,9.957126,synthetic_unit,spike
2026-01-03T02:00:00+09:00,9.742310,synthetic_unit,spike
2026-01-03T03:00:00+09:00,10.244719,synthetic_unit,spike
2026-01-03T04:00:00+09:00,10.078599,synthetic_unit,spike
2026-01-03T05:00:00+09:00,10.105634,synthetic_unit,spike
2026-01-03T06:00:00+09:00,10.335797,synthetic_unit,spike
2026-01-03T07:00:00+09:00,9.779352,synthetic_unit,spike
2026-01-03T08:00:00+09:00,10.104574,synthetic_unit,spike
2026-01-03T09:00:00+09:00,9.977646,synthetic_unit,spike
2026-01-03T10:00:00+09:00,10.432466,synthetic_unit,spike
2026-01-03T11:00:00+09:00,10.101436,synthetic_unit,spike
2026-01-03T12:00:00+09:00,10.189443,synthetic_unit,spike
2026-01-03T13:00:00+09:00,9.816491,synthetic_unit,spike
2026-01-03T14:00:00+09:00,9.730881,synthetic_unit,spike
2026-01-03T15:00:00+09:00,9.964656,synthetic_unit,spike
2026-01-03T16:00:00+09:00,9.773783,synthetic_unit,spike
2026-01-03T17:00:00+09:00,10.032859,synthetic_unit,spike
2026-01-03T18:00:00+09:00,10.016112,synthetic_unit,spike
2026-01-03T19:00:00+09:00,10.138793,synthetic_unit,spike
2026-01-03T20:00:00+09:00,9.907354,synthetic_unit,spike
2026-01-03T21:00:00+09:00,10.203788,synthetic_unit,spike
2026-01-03T22:00:00+09:00,9.859250,synthetic_unit,spike
2026-01-03T23:00:00+09:00,10.061133,synthetic_unit,spike
2026-01-04T00:00:00+09:00,10.214381,synthetic_unit,spike
2026-01-04T01:00:00+09:00,10.024990,synthetic_unit,spike
2026-01-04T02:00:00+09:00,9.725526,synthetic_unit,spike
2026-01-04T03:00:00+09:00,10.282659,synthetic_unit,spike
2026-01-04T04:00:00+09:00,10.019094,synthetic_unit,spike
2026-01-04T05:00:00+09:00,10.216836,synthetic_unit,spike
2026-01-04T06:00:00+09:00,9.915192,synthetic_unit,spike
2026-01-04T07:00:00+09:00,10.097157,synthetic_unit,spike
2026-01-04T08:00:00+09:00,10.125314,synthetic_unit,spike
2026-01-04T09:00:00+09:00,10.195715,synthetic_unit,spike
2026-01-04T10:00:00+09:00,10.286954,synthetic_unit,spike
2026-01-04T11:00:00+09:00,10.181412,synthetic_unit,spike
2026-01-04T12:00:00+09:00,15.140241,synthetic_unit,spike
2026-01-04T13:00:00+09:00,9.965149,synthetic_unit,spike
2026-01-04T14:00:00+09:00,9.739503,synthetic_unit,spike
2026-01-04T15:00:00+09:00,10.224329,synthetic_unit,spike
2026-01-04T16:00:00+09:00,9.873885,synthetic_unit,spike
2026-01-04T17:00:00+09:00,10.185288,synthetic_unit,spike
2026-01-04T18:00:00+09:00,10.307306,synthetic_unit,spike
2026-01-04T19:00:00+09:00,10.311786,synthetic_unit,spike
2026-01-04T20:00:00+09:00,10.208124,synthetic_unit,spike
2026-01-04T21:00:00+09:00,9.948030,synthetic_unit,spike
2026-01-04T22:00:00+09:00,9.526003,synthetic_unit,spike
2026-01-04T23:00:00+09:00,10.155528,synthetic_unit,spike
2026-01-05T00:00:00+09:00,9.865000,synthetic_unit,spike
2026-01-05T01:00:00+09:00,9.840406,synthetic_unit,spike
2026-01-05T02:00:00+09:00,10.068716,synthetic_unit,spike
2026-01-05T03:00:00+09:00,10.461785,synthetic_unit,spike
2026-01-05T04:00:00+09:00,10.067801,synthetic_unit,spike
2026-01-05T05:00:00+09:00,9.831552,synthetic_unit,spike
2026-01-05T06:00:00+09:00,9.768232,synthetic_unit,spike
2026-01-05T07:00:00+09:00,9.606947,synthetic_unit,spike
2026-01-05T08:00:00+09:00,10.014622,synthetic_unit,spike
2026-01-05T09:00:00+09:00,9.861401,synthetic_unit,spike
2026-01-05T10:00:00+09:00,10.228641,synthetic_unit,spike
2026-01-05T11:00:00+09:00,9.790594,synthetic_unit,spike
2026-01-05T12:00:00+09:00,9.924606,synthetic_unit,spike
2026-01-05T13:00:00+09:00,9.833314,synthetic_unit,spike
2026-01-05T14:00:00+09:00,10.137032,synthetic_unit,spike
2026-01-05T15:00:00+09:00,10.063138,synthetic_unit,spike
2026-01-05T16:00:00+09:00,9.967836,synthetic_unit,spike
2026-01-05T17:00:00+09:00,9.987134,synthetic_unit,spike
2026-01-05T18:00:00+09:00,10.209597,synthetic_unit,spike
2026-01-05T19:00:00+09:00,9.962020,synthetic_unit,spike
2026-01-05T20:00:00+09:00,10.384846,synthetic_unit,spike
2026-01-05T21:00:00+09:00,9.921556,synthetic_unit,spike
2026-01-05T22:00:00+09:00,9.933466,synthetic_unit,spike
2026-01-05T23:00:00+09:00,10.188590,synthetic_unit,spike
