timestamp,value,unit,synthetic_scenario
2026-01-06T00:00:00+09:00,9.948374,synthetic_unit,missing
2026-01-06T01:00:00+09:00,10.114743,synthetic_unit,missing
2026-01-06T02:00:00+09:00,10.029865,synthetic_unit,missing
2026-01-06T03:00:00+09:00,9.891165,synthetic_unit,missing
2026-01-06T04:00:00+09:00,9.665422,synthetic_unit,missing
2026-01-06T05:00:00+09:00,9.785892,synthetic_unit,missing
2026-01-06T06:00:00+09:00,10.090944,synthetic_unit,missing
2026-01-06T07:00:00+09:00,10.213565,synthetic_unit,missing
2026-01-06T08:00:00+09:00,10.199655,synthetic_unit,missing
2026-01-06T09:00:00+09:00,9.948761,synthetic_unit,missing
2026-01-06T10:00:00+09:00,10.366261,synthetic_unit,missing
2026-01-06T11:00:00+09:00,9.837825,synthetic_unit,missing
2026-01-06T12:00:00+09:00,9.850126,synthetic_unit,missing
2026-01-06T13:00:00+09:00,10.379949,synthetic_unit,missing
2026-01-06T14:00:00+09:00,9.993995,synthetic_unit,missing
2026-01-06T15:00:00+09:00,10.108760,synthetic_unit,missing
2026-01-06T16:00:00+09:00,10.345142,synthetic_unit,missing
2026-01-06T17:00:00+09:00,10.100197,synthetic_unit,missing
2026-01-06T18:00:00+09:00,10.491368,synthetic_unit,missing
2026-01-06T19:00:00+09:00,9.775392,synthetic_unit,missing
2026-01-06T20:00:00+09:00,9.928369,synthetic_unit,missing
2026-01-06T21:00:00+09:00,9.986177,synthetic_unit,missing
2026-01-06T22:00:00+09:00,10.155683,synthetic_unit,missing
2026-01-06T23:00:00+09:00,10.068474,synthetic_unit,missing
2026-01-07T00:00:00+09:00,10.227414,synthetic_unit,missing
2026-01-07T01:00:00+09:00,10.512473,synthetic_unit,missing
2026-01-07T02:00:00+09:00,10.416920,synthetic_unit,missing
2026-01-07T03:00:00+09:00,9.666409,synthetic_unit,missing
2026-01-07T04:00:00+09:00,9.938421,synthetic_unit,missing
2026-01-07T05:00:00+09:00,10.039156,synthetic_unit,missing
2026-01-07T06:00:00+09:00,9.987008,synthetic_unit,missing
2026-01-07T07:00:00+09:00,9.662035,synthetic_unit,missing
2026-01-07T08:00:00+09:00,9.732704,synthetic_unit,missing
2026-01-07T09:00:00+09:00,10.037718,synthetic_unit,missing
2026-01-07T10:00:00+09:00,9.795816,synthetic_unit,missing
2026-01-07T11:00:00+09:00,9.841429,synthetic_unit,missing
2026-01-07T12:00:00+09:00,,synthetic_unit,missing
2026-01-07T13:00:00+09:00,,synthetic_unit,missing
2026-01-07T14:00:00+09:00,,synthetic_unit,missing
2026-01-07T15:00:00+09:00,9.892453,synthetic_unit,missing
2026-01-07T16:00:00+09:00,9.935312,synthetic_unit,missing
2026-01-07T17:00:00+09:00,10.007929,synthetic_unit,missing
2026-01-07T18:00:00+09:00,10.011658,synthetic_unit,missing
2026-01-07T19:00:00+09:00,9.789467,synthetic_unit,missing
2026-01-07T20:00:00+09:00,10.191928,synthetic_unit,missing
2026-01-07T21:00:00+09:00,9.997231,synthetic_unit,missing
2026-01-07T22:00:00+09:00,9.558366,synthetic_unit,missing
2026-01-07T23:00:00+09:00,9.977019,synthetic_unit,missing
2026-01-08T00:00:00+09:00,9.960364,synthetic_unit,missing
2026-01-08T01:00:00+09:00,10.063592,synthetic_unit,missing
2026-01-08T02:00:00+09:00,10.231170,synthetic_unit,missing
2026-01-08T03:00:00+09:00,10.098522,synthetic_unit,missing
2026-01-08T04:00:00+09:00,10.109848,synthetic_unit,missing
2026-01-08T05:00:00+09:00,10.084335,synthetic_unit,missing
2026-01-08T06:00:00+09:00,9.618809,synthetic_unit,missing
2026-01-08T07:00:00+09:00,9.989339,synthetic_unit,missing
2026-01-08T08:00:00+09:00,9.890984,synthetic_unit,missing
2026-01-08T09:00:00+09:00,10.140519,synthetic_unit,missing
2026-01-08T10:00:00+09:00,10.351953,synthetic_unit,missing
2026-01-08T11:00:00+09:00,10.016805,synthetic_unit,missing
2026-01-08T12:00:00+09:00,9.947976,synthetic_unit,missing
2026-01-08T13:00:00+09:00,10.116935,synthetic_unit,missing
2026-01-08T14:00:00+09:00,9.820100,synthetic_unit,missing
2026-01-08T15:00:00+09:00,9.803011,synthetic_unit,missing
2026-01-08T16:00:00+09:00,10.117127,synthetic_unit,missing
2026-01-08T17:00:00+09:00,10.137482,synthetic_unit,missing
2026-01-08T18:00:00+09:00,9.774863,synthetic_unit,missing
2026-01-08T19:00:00+09:00,10.099968,synthetic_unit,missing
2026-01-08T20:00:00+09:00,10.221022,synthetic_unit,missing
2026-01-08T21:00:00+09:00,10.044952,synthetic_unit,missing
2026-01-08T22:00:00+09:00,10.050294,synthetic_unit,missing
2026-01-08T23:00:00+09:00,10.114369,synthetic_unit,missing
