timestamp,value,unit,synthetic_scenario
2026-01-05T00:00:00+09:00,10.468202,synthetic_unit,step
2026-01-05T01:00:00+09:00,10.081995,synthetic_unit,step
2026-01-05T02:00:00+09:00,9.732027,synthetic_unit,step
2026-01-05T03:00:00+09:00,9.707086,synthetic_unit,step
2026-01-05T04:00:00+09:00,10.048046,synthetic_unit,step
2026-01-05T05:00:00+09:00,10.062331,synthetic_unit,step
2026-01-05T06:00:00+09:00,9.885111,synthetic_unit,step
2026-01-05T07:00:00+09:00,10.052444,synthetic_unit,step
2026-01-05T08:00:00+09:00,10.099049,synthetic_unit,step
2026-01-05T09:00:00+09:00,9.816866,synthetic_unit,step
2026-01-05T10:00:00+09:00,10.054475,synthetic_unit,step
2026-01-05T11:00:00+09:00,9.679948,synthetic_unit,step
2026-01-05T12:00:00+09:00,9.722877,synthetic_unit,step
2026-01-05T13:00:00+09:00,10.096326,synthetic_unit,step
2026-01-05T14:00:00+09:00,10.161819,synthetic_unit,step
2026-01-05T15:00:00+09:00,9.635908,synthetic_unit,step
2026-01-05T16:00:00+09:00,10.135331,synthetic_unit,step
2026-01-05T17:00:00+09:00,10.157166,synthetic_unit,step
2026-01-05T18:00:00+09:00,10.655648,synthetic_unit,step
2026-01-05T19:00:00+09:00,10.338680,synthetic_unit,step
2026-01-05T20:00:00+09:00,10.143061,synthetic_unit,step
2026-01-05T21:00:00+09:00,9.962544,synthetic_unit,step
2026-01-05T22:00:00+09:00,9.957008,synthetic_unit,step
2026-01-05T23:00:00+09:00,9.828756,synthetic_unit,step
2026-01-06T00:00:00+09:00,9.880539,synthetic_unit,step
2026-01-06T01:00:00+09:00,9.721135,synthetic_unit,step
2026-01-06T02:00:00+09:00,9.917962,synthetic_unit,step
2026-01-06T03:00:00+09:00,9.753928,synthetic_unit,step
2026-01-06T04:00:00+09:00,10.005649,synthetic_unit,step
2026-01-06T05:00:00+09:00,10.094770,synthetic_unit,step
2026-01-06T06:00:00+09:00,9.742400,synthetic_unit,step
2026-01-06T07:00:00+09:00,9.871992,synthetic_unit,step
2026-01-06T08:00:00+09:00,9.934491,synthetic_unit,step
2026-01-06T09:00:00+09:00,10.331974,synthetic_unit,step
2026-01-06T10:00:00+09:00,10.049868,synthetic_unit,step
2026-01-06T11:00:00+09:00,9.688767,synthetic_unit,step
2026-01-06T12:00:00+09:00,12.086034,synthetic_unit,step
2026-01-06T13:00:00+09:00,12.300469,synthetic_unit,step
2026-01-06T14:00:00+09:00,11.840769,synthetic_unit,step
2026-01-06T15:00:00+09:00,11.968698,synthetic_unit,step
2026-01-06T16:00:00+09:00,12.264460,synthetic_unit,step
2026-01-06T17:00:00+09:00,11.678881,synthetic_unit,step
2026-01-06T18:00:00+09:00,11.792294,synthetic_unit,step
2026-01-06T19:00:00+09:00,11.882063,synthetic_unit,step
2026-01-06T20:00:00+09:00,12.064417,synthetic_unit,step
2026-01-06T21:00:00+09:00,11.984017,synthetic_unit,step
2026-01-06T22:00:00+09:00,12.030212,synthetic_unit,step
2026-01-06T23:00:00+09:00,12.003066,synthetic_unit,step
2026-01-07T00:00:00+09:00,11.986537,synthetic_unit,step
2026-01-07T01:00:00+09:00,12.109433,synthetic_unit,step
2026-01-07T02:00:00+09:00,12.121078,synthetic_unit,step
2026-01-07T03:00:00+09:00,12.122103,synthetic_unit,step
2026-01-07T04:00:00+09:00,11.377209,synthetic_unit,step
2026-01-07T05:00:00+09:00,11.963767,synthetic_unit,step
2026-01-07T06:00:00+09:00,12.000351,synthetic_unit,step
2026-01-07T07:00:00+09:00,11.952287,synthetic_unit,step
2026-01-07T08:00:00+09:00,11.735395,synthetic_unit,step
2026-01-07T09:00:00+09:00,11.626252,synthetic_unit,step
2026-01-07T10:00:00+09:00,11.798230,synthetic_unit,step
2026-01-07T11:00:00+09:00,11.746922,synthetic_unit,step
2026-01-07T12:00:00+09:00,11.979276,synthetic_unit,step
2026-01-07T13:00:00+09:00,12.094661,synthetic_unit,step
2026-01-07T14:00:00+09:00,11.900329,synthetic_unit,step
2026-01-07T15:00:00+09:00,12.085598,synthetic_unit,step
2026-01-07T16:00:00+09:00,12.036565,synthetic_unit,step
2026-01-07T17:00:00+09:00,11.818134,synthetic_unit,step
2026-01-07T18:00:00+09:00,11.856053,synthetic_unit,step
2026-01-07T19:00:00+09:00,11.786439,synthetic_unit,step
2026-01-07T20:00:00+09:00,11.574085,synthetic_unit,step
2026-01-07T21:00:00+09:00,11.957084,synthetic_unit,step
2026-01-07T22:00:00+09:00,12.016415,synthetic_unit,step
2026-01-07T23:00:00+09:00,11.843556,synthetic_unit,step
